2129;MageSlayer;1997;Raven Software;
2130;Magic and Mayhem;1998;Mythos Games;
2131;Magic: The Gathering;1997;MicroProse;
2132;Magic: The Gathering – Battlegrounds;2003;Secret Level;
2133;Magic: The Gathering – Duels of the Planeswalkers;2009;Stainless Games;
2134;Magic: The Gathering Online;2002;Leaping Lizard Software, Wizards of the Coast;
2135;Magic: The Gathering: BattleMage;1997;[unknown];
2136;Magical Antique;2000;Leaf;
2137;Magical Chaser ~Stardust of Dreams~;2008;Dakken;
2138;Magicka;2011;Arrowhead Game Studios;
2139;Magna Carta: The Phantom of Avalanche;2001;Softmax;
2140;Magnant;2006;Mohydine Entertainment;
2141;Mahjong Tales: Ancient Wisdom;2007;Creat Studios;
2142;Mah?tsukai no Yoru;2010;Type-Moon;
2143;Majestic;2001;Anim-X;
2144;Majesty 2: The Fantasy Kingdom Sim;2009;1C:Ino-Co;
2145;Majesty: The Fantasy Kingdom Sim;2000;Cyberlore Studios;
2146;Majesty: The Northern Expansion;2001;Cyberlore Studios;
2147;Maji de Watashi ni Koi Shinasai!;2009;Minato Soft;
2148;Majin Tensei;1994;Multimedia Intelligence Transfer;
2149;Major League Baseball 2K9;2009;Visual Concepts;
2150;Making History: The Calm & The Storm;2007;Muzzy Lane;
2151;Maldita Castilla;2012;Locomalito;
2152;Malice;1997;Ratloop;
2153;Mall of America Tycoon;2005;4HEAD Studios;
2154;Mall Tycoon;2002;Holistic Design, Inc.;
2155;Mall Tycoon 2;2003;Fusion Digital Games, Virtual Playground;
2156;Mall Tycoon 3;2005;Cat Daddy Games;
2157;Manhunt;2003;Rockstar North;
2158;Manic Miner;1997;Matthew Smith;
2159;Mankind;1998;Quantex, O2 Online Entertainment;
2160;Manx TT Superbike;1995;Sega-AM3, Sega-AM4;
2161;MapleStory;2003;Wizet;
2162;MapleStory 2;2018;NSquare;
2163;Marathon 2: Durandal;1995;Bungie;
2164;Marble Blast Gold;2003;Monster Studios, GarageGames;
2165;Marble Drop;1997;Maxis;
2166;Marc Eck?'s Getting Up: Contents Under Pressure;2006;The Collective;
2167;Mare Nostrum;2008;Sandstorm Productions;
2168;Mari0;2012;Maurice Guégan;
2169;Mario Teaches Typing 2;1997;Brainstorm;
2170;Mario's Game Gallery;1995;Presage Software, Inc.;
2171;Martian Gothic: Unification;2000;Creative Reality;
2172;Marvel Trading Card Game;2007;Vicious Cycle Software;
2173;Marvel: Ultimate Alliance;2006;Beenox Studios;
2174;Mashed;2004;Supersonic Software;
2175;Mass Effect;2007;Demiurge Studios;
2176;Mass Effect 2;2010;BioWare;
2177;Massive Assault;2003;Wargaming;
2178;Master of Orion II: Battle at Antares;1996;Simtex;
2179;Master of Orion III;2003;Quicksilver Software;
2180;Master of the Skies: The Red Ace;2000;Fiendish Games;
2181;Mata Hari;2008;Cranberry Production;
2182;Math Blaster Episode I: In Search of Spot;1994;Davidson & Associates;
2183;Math Blaster Episode II: Secret of the Lost City;1995;Davidson & Associates;
2184;Matt Hayes Fishing;2002;Electronic Arts;
2185;Maui Mallard in Cold Shadow;1995;Eurocom;
2186;Max Payne;2001;Remedy Entertainment;
2187;Max Payne 2: The Fall of Max Payne;2003;Remedy Entertainment;
2188;Max Payne 3;2012;Rockstar Vancouver;
2189;Maximum Capacity: Hotel Giant;2002;Enlight;
2190;Maximum-Football;2006;Wintervalley Software;
2191;MDK;1997;Shiny Entertainment;
2192;MDK2;2000;BioWare;
2193;MechCommander;1998;FASA Interactive;
2194;MechCommander 2;2001;FASA Interactive;
2195;MechWarrior 2: 31st Century Combat;1995;Activision;
2196;MechWarrior 3;1999;Zipper Interactive;
2197;MechWarrior 3: Pirate's Moon;1999;Zipper Interactive;
2198;MechWarrior 4: Black Knight;2001;Cyberlore Studios;
2199;MechWarrior 4: Mercenaries;2002;Cyberlore Studios, FASA Studio;
2200;MechWarrior 4: Vengeance;2000;FASA Interactive;
2201;Medal of Honor: Airborne;2007;EA Los Angeles;
2202;Medal of Honor: Allied Assault;2002;2015, Inc.;
2203;Medal of Honor: Pacific Assault;2004;EA Los Angeles, TKO Software;
2204;Medieval Conquest;2004;Cat Daddy Games;
2205;Medieval II: Total War;2006;The Creative Assembly;
2206;Medieval II: Total War: Kingdoms;2007;The Creative Assembly;
2207;Medieval Lords: Build, Defend, Expand;2005;Monte Cristo Multimedia;
2208;Medieval: Total War;2002;The Creative Assembly;
2209;Medieval: Total War: Viking Invasion;2003;The Creative Assembly;
2210;Meet the Robinsons;2007;Buena Vista Games;
2211;Mega Man 11;2018;Capcom;
2212;Mega Man Legacy Collection 2;2017;Capcom;
2213;Mega Man Legends;1997;Capcom Production Studio 2;
2214;Mega Man Legends 2;2000;Capcom Production Studio 2;
2215;Mega Man Maker;2017;Mega Man Maker Team;
2216;Mega Man X Collection;2018;Capcom;
2217;Mega Man X4;1997;Capcom;
2218;Mega Man X5;2000;Capcom Production Studio 3;
2219;Mega Man X6;2001;Capcom Production Studio 3;
2220;Mega Man X7;2003;Capcom Production Studio 3;
2221;Mega Man X8;2005;Capcom Production Studio 1;
2222;MegaRace 3;2001;Cryo Interactive;
2223;Men of Valor;2004;2015, Inc.;
2224;Men of War;2009;Best Way;
2225;Mercenaries 2: World in Flames;2008;Pandemic Studios;
2226;Merchant Prince II;2001;Holistic Design, Inc.;
2227;Meridian 59;1996;Archetype Interactive, Near Death Studios;
2228;Message in a Haunted Mansion;2000;Her Interactive;
2229;Messiah;2000;Shiny Entertainment;
2230;Metal Fatigue;2000;Zono;
2231;Metal Gear Rising: Revengeance;2013;PlatinumGames;
2232;Metal Gear Solid;2000;[unknown];
2233;Metal Gear Solid 2: Sons of Liberty;2003;Konami, Success;
2234;Mia's Language Adventure: The Kidnap Caper;2003;Kutoka Interactive;
2235;Mia's Math Adventure: Just in Time!;2001;Kutoka Interactive;
2236;Mia's Reading Adventure: The Bugaboo Bugs;2007;Kutoka Interactive;
2237;Mia's Science Adventure: Romaine's New Hat;2000;Kutoka Interactive;
2238;Michael Schumacher Racing World Kart 2002;2002;Radon Labs;
2239;Michelin Rally Masters: Race of Champions;2000;Digital Illusions CE;
2240;Micro Commandos;2002;Monte Cristo;
2241;Micro Machines V3;1997;Codemasters;
2242;Microshaft Winblows 98;1998;Parroty Interactive;
2243;Microsoft Baseball 2000;1999;WizBang! Software Productions;
2244;Microsoft Baseball 2001;2000;Microsoft;
2245;Microsoft Baseball 3D 1998 Edition;1998;WizBang! Software Productions;
2246;Microsoft Entertainment Pack: The Puzzle Collection;1997;Mir - Dialogue;
2247;Microsoft Flight Simulator;2020;Asobo Studio;
2248;Microsoft Flight Simulator 2000;1999;Microsoft;
2249;Microsoft Flight Simulator 2002;2001;Microsoft;
2250;Microsoft Flight Simulator 2004: A Century of Flight;2003;Microsoft;
2251;Microsoft Flight Simulator 98;1997;Microsoft;
2252;Microsoft Flight Simulator for Windows 95;1996;Microsoft;
2253;Microsoft Flight Simulator X;2006;ACES Studios;
2254;Microsoft Golf 1998 Edition;1998;Friendly Software;
2255;Microsoft Golf 1999 Edition;1998;Friendly Software;
2256;Microsoft Golf 2001 Edition;2000;Microsoft;
2257;Microsoft International Soccer 2000;1999;Rage Software;
2258;Microsoft Mahjong;2012;Arkadium;
2259;Microsoft Pinball Arcade;1998;Microsoft;
2260;Microsoft Solitaire Collection;2012;Arkadium;
2261;Microsoft Train Simulator;2001;MSTS 1: Kuju Entertainment;
2262;Microsoft Train Simulator 2;2009;Microsoft ACES Studio;
2263;Midnight Club II;2003;Rockstar San Diego;
2264;Midnight Rescue!;1995;The Learning Company;
2265;Midtown Madness;1999;Angel Studios;
2266;Midtown Madness 2;2000;Angel Studios;
2267;Midway Arcade Treasures;2003;Digital Eclipse, Backbone Entertainment;
2268;Midway Arcade Treasures Deluxe Edition;2006;Midway Games;
2269;MiG Alley;1999;Rowan Software;
2270;MiG-29 Fulcrum;1998;NovaLogic;
2271;Might and Magic IX;2002;New World Computing;
2272;Might and Magic Six Pack;1998;New World Computing;
2273;Might and Magic VI: The Mandate of Heaven;1998;New World Computing;
2274;Might and Magic VII: For Blood and Honor;1999;New World Computing;
2275;Might and Magic VIII: Day of the Destroyer;2000;New World Computing;
2276;Might and Magic: Millennium Edition;1999;New World Computing;
2277;Mighty No. 9;2016;Comcept;
2278;Millennium Racer: Y2K Fighters;1999;Creat Studios;
2279;Millennium Soldier: Expendable;1998;Rage Software;
2280;Millie's Math House;1995;Theatrix Interactive;
2281;MindRover;2000;CogniToy;
2282;Minecraft;2011;Mojang;
2283;Minerva;2005;Adam Foster;
2284;Mini Desktop Racing;2005;Data Design Interactive;
2285;Mini Ninjas;2009;IO Interactive;
2286;Minions of Mirth;2005;Prairie Games, Inc.;
2287;Mirror's Edge;2008;EA Digital Illusions CE;
2288;Missile Command;1999;Meyer/Glass Interactive;
2289;Mission: T.H.I.N.K.;1999;The Learning Company;
2290;MissionForce: CyberStorm;1996;Dynamix;
2291;MLB Front Office Manager;2009;Blue Castle Games;
2292;Moai Better Blues;2008;Telltale Games;
2293;Mob Enforcer;2004;Touchdown Entertainment;
2294;Mobil 1 Rally Championship;1999;Magnetic Fields, Creative Asylum Limited;
2295;Mobile Forces;2002;Rage Software;
2296;Mobile Light Force 2;2001;Alfa System;
2297;Mobility;2001;Glamus;
2298;Monarch: The Butterfly King;2007;Reflexive Entertainment;
2299;Monato Esprit;2009;Gamasoft;
2300;Monopoly;1995;Westwood Studios;
2301;Monopoly;2000;Artech Studios;
2302;Monopoly 2008;2007;TikGames, LLC;
2303;Monopoly 3;2004;Artech Studios;
2304;Monopoly Casino;1999;Leaping Lizard Software;
2305;Monopoly Junior;1999;Minds-Eye Productions;
2306;Monopoly Star Wars;1997;Artech Digital Entertainment;
2307;Monopoly Tycoon;2001;Deep Red Games;
2308;Monopoly World Cup France 98 Edition;1998;Unknown;
2309;Monster Hunter Frontier Online;2007;Capcom;
2310;Monster Jam;2007;Torus Games;
2311;Monster Jam: Maximum Destruction;2002;Unique Development Studios;
2312;Monster Madness: Battle for Suburbia;2007;Artificial Studios;
2313;Monster Truck Madness;1996;Terminal Reality;
2314;Monster Truck Madness 2;1998;Terminal Reality;
2315;Monster Trux Extreme: Offroad Edition;2005;Data Design Interactive;
2316;Monsters vs. Aliens;2009;Beenox;
2317;Monsters, Inc. Scream Team;2002;Artificial Mind and Movement;
2318;Montezuma's Return;1997;Utopia Technologies;
2319;Monty Python & the Quest for the Holy Grail;1996;7th Level;
2320;Moon Tycoon;2001;Legacy Interactive;
2321;MoonBaseOne;2007;WeCreateGames Studios;
2322;Morning's Wrath;2005;Ethereal Darkness Interactive;
2323;Morpheus;1998;Soap Bubble Productions;
2324;Mortal Kombat (2011);2013;NetherRealm Studios, High Voltage Software;
2325;Mortal Kombat 11;2019;NetherRealm Studios, QLOC;
2326;Mortal Kombat 3;1996;Midway Games;
2327;Mortal Kombat 4;1997;Midway Games, Eurocom;
2328;Mortal Kombat Trilogy;1996;Avalanche Software LLC;
2329;Mortal Kombat X;2015;NetherRealm Studios, High Voltage Software;
2330;Mortal Online;2009;Star Vault;
2331;Mosaic: Tomb of Mystery;2006;Reflexive Entertainment;
2332;Mosby's Confederacy;2008;Tilted Mill Entertainment;
2333;Moshimo Ashita ga Hare Naraba;2006;Palette;
2334;Moto Racer;1997;Delphine Software International;
2335;Moto Racer 2;1998;Delphine Software International;
2336;Motocross Madness 2;2000;Rainbow Studios;
2337;MotoGP 07;2007;Milestone srl;
2338;MotoGP 08;2008;Milestone srl;
2339;MotoGP 13;2013;Milestone srl;
2340;MotoGP 14;2014;Milestone srl;
2341;MotoGP 15;2015;Milestone srl;
2342;MotoGP 17;2017;Milestone srl;
2343;MotoGP 18;2018;Milestone srl;
2344;MotoGP 19;2019;Milestone srl;
2345;MotoGP 20;2020;Milestone srl;
2346;Motor City Online;2001;Electronic Arts;
2347;Motorhead;1999;Digital Illusions CE;
2348;Mount & Blade;2008;TaleWorlds;
2349;Mount & Blade: Warband;2010;TaleWorlds;
2350;Mountain of Faith;2007;Team Shanghai Alice;
2351;Movie Battles;2009;Movie Battles Team;
2352;Mr. Robot;2007;Moonpod;
2353;Ms. Pac-Man: Quest for the Golden Maze;2001;Namco;
2354;Mu Online;2003;Webzen;
2355;Multi Theft Auto;2005;MTA Team;
2356;Multiwinia;2008;Introversion Software;
2357;Muppet Kids;1997;Jim Henson Interactive;
2358;Muppets Inside;1996;Starwave;
2359;Music Catch;2008;Reflexive Entertainment;
2360;Muslim Massacre: The Game of Modern Religious Genocide;2008;Eric 'Sigvatr' Vaughn;
2361;My Animal Centre in Africa;2006;Braingame;
2362;My Disney Kitchen;2002;Atlus;
2363;My Horse and Me;2007;W!Games;
2364;MySims;2007;EA Redwood Shores;
2365;Myst;1995;Cyan Worlds;
2366;Myst III: Exile;2001;Presto Studios;
2367;Myst IV: Revelation;2004;Ubisoft Montreal;
2368;Myst Online: Uru Live;2007;Cyan Worlds;
2369;Myst V: End of Ages;2005;Cyan Worlds;
2370;Mysterious Journey II;2003;Detalion;
2371;Mystery Case Files: Huntsville;2005;Big Fish Studios;
2372;Mystery Case Files: Madame Fate;2007;Big Fish Studios;
2373;Mystery Case Files: Prime Suspects;2006;Big Fish Studios;
2374;Mystery Case Files: Ravenhearst;2006;Big Fish Studios;
2375;Mystery Case Files: Return to Ravenhearst;2008;Big Fish Studios;
2376;Mystery in London;2007;Big Fish Studios;
2377;Mystery P.I.: The Lottery Ticket;2007;SpinTop Games;
2378;Mystic Inn;2006;Big Fish Studios;
2379;Myth II: Chimera;1999;Bungie;
2380;Myth II: Soulblighter;1998;Bungie;
2381;Myth III: The Wolf Age;2001;MumboJumbo;
2382;Myth Makers Super Kart GP;2006;Data Design Interactive;
2383;Myth: The Fallen Lords;1997;Bungie;
2384;Myth: The Total Codex;1999;Bungie;
2385;Mytheon;2010;Petroglyph Games;
2386;N;2005;Metanet Software;
2387;NAM;1998;TNT Team;
2388;Nancy Drew: Ghost Dogs Of Moon Lake;2002;Her Interactive;
2389;Nancy Drew: The Haunting of Castle Malloy;2008;Her Interactive;
2390;Nancy Drew: The White Wolf of Icicle Creek;2007;Her Interactive;
2391;Nanosaur;1998;Pangea Software;
2392;Napoleon: Total War;2010;The Creative Assembly;
2393;Narbacular Drop;2005;Nuclear Monkey Software;
2394;Narc;2008;VIS Entertainment;
2395;Narcissu;2005;stage-nana;
2396;NASCAR 2000;2000;EA Sports, Stormfront Studios;
2397;NASCAR Craftsman Truck Series Racing;1999;Papyrus Design Group;
2398;NASCAR Grand National Series Expansion Pack;1997;Papyrus Design Group;
2399;NASCAR Legends;1999;Papyrus Design Group;
2400;NASCAR Racers;2000;Software Creations;
2401;NASCAR Racing;1994;Papyrus Design Group;
2402;NASCAR Racing 1999 Edition;1999;Papyrus Design Group;
2403;NASCAR Racing 2;1996;Papyrus Design Group;
2404;NASCAR Racing 2002 Season;2002;Papyrus Design Group;
2405;NASCAR Racing 2003 Season;2003;Papyrus Design Group;
2406;NASCAR Racing 3;1999;Papyrus Design Group;
2407;NASCAR Racing 3 Craftsman Truck Series Expansion Pack;2000;Papyrus Design Group;
2408;NASCAR Racing 4;2001;Papyrus Design Group;
2409;NASCAR Revolution;1999;Stormfront Studios;
2410;NASCAR SimRacing;2005;EA Tiburon;
2411;NASCAR Thunder 2003;2002;EA Sports, Budcat Creations;
2412;NASCAR Thunder 2004;2003;EA Tiburon;
2413;Natural Selection;2002;Unknown Worlds Entertainment;
2414;Natural Selection 2;2009;Unknown Worlds Entertainment;
2415;NBA 2K10;2009;Visual Concepts;
2416;NBA 2K11;2010;Visual Concepts;
2417;NBA 2K12;2011;Visual Concepts;
2418;NBA 2K13;2012;Visual Concepts;
2419;NBA 2K14;2013;Visual Concepts;
2420;NBA 2K15;2014;Visual Concepts;
2421;NBA 2K16;2015;Visual Concepts;
2422;NBA 2K17;2016;Visual Concepts;
2423;NBA 2K18;2017;Visual Concepts;
2424;NBA 2K19;2018;Visual Concepts;
2425;NBA 2K20;2019;Visual Concepts;
2426;NBA Hangtime;1996;Midway Games;
2427;NBA Live 06;2005;EA Canada;
2428;NBA Live 07;2006;EA Canada;
2429;NBA Live 08;2007;EA Canada, HB Studios Multimedia;
2430;NBA Live 2000;1999;Electronic Arts Canada;
2431;NBA Live 2001;2000;Electronic Arts Canada;
2432;NBA Live 2002;2001;Electronic Arts Canada;
2433;NBA Live 2003;2002;EA Canada;
2434;NBA Live 2004;2003;EA Canada;
2435;NBA Live 2005;2004;EA Canada;
2436;NBA Live 97;1996;Electronic Arts;
2437;NBA Live 98;1997;Electronic Arts;
2438;NBA Live 99;1998;NuFX;
2439;Necrobarista;2020;Route 59 Games;
2440;Necronomicon: The Dawning of Darkness;2001;Wanadoo Edition;
2441;NecroVisioN;2009;The Farm 51;
2442;Nee Pon? × Rai Pon!;2007;Navel, Lime;
2443;Need for Speed (2015);2015;Ghost Games;
2444;Need for Speed Heat;2019;Ghost Games;
2445;Need for Speed II;1997;EA Seattle, EA Canada;
2446;Need for Speed II: Special Edition;1997;EA Seattle, EA Canada;
2447;Need for Speed III: Hot Pursuit;1998;EA Canada;
2448;Need for Speed Payback;2017;Ghost Games;
2449;Need for Speed Rivals;2013;Ghost Games, Criterion Games;
2450;Need for Speed: Carbon;2006;EA Black Box, EA UK;
2451;Need for Speed: Carbon (Collector's Edition);2006;Electronic Arts Black Box;
2452;Need for Speed: Collection;2003;Electronic Arts;
2453;Need for Speed: Collection;2007;Electronic Arts Black Box, EA Canada;
2454;Need for Speed: High Stakes;1999;EA Canada;
2455;Need for Speed: Hot Pursuit;2010;Criterion Games;
2456;Need for Speed: Hot Pursuit 2;2002;Black Box Games/EA Black Box, EA Seattle;
2457;Need for Speed: Most Wanted;2005;EA Canada;
2458;Need for Speed: Most Wanted (2012);2012;Criterion Games;
2459;Need for Speed: Most Wanted (Black Edition);2005;EA Canada;
2460;Need for Speed: Porsche Unleashed;2000;EA Canada;
2461;Need for Speed: ProStreet;2007;EA Black Box;
2462;Need for Speed: Shift;2009;Slightly Mad Studios;
2463;Need for Speed: Shift 2 Unleashed;2011;Slightly Mad Studios;
2464;Need for Speed: Special Edition;1996;EA Seattle, Pioneer Productions;
2465;Need for Speed: The Run;2011;EA Black Box, Firebrand Games;
2466;Need for Speed: Undercover;2008;EA Black Box;
2467;Need for Speed: Underground;2003;EA Black Box;
2468;Need for Speed: Underground 2;2004;EA Black Box;
2469;Need for Speed: World;2009;EA Black Box, EA Singapore;
2470;Neighbours from Hell;2003;JoWooD Vienna;
2471;Neighbours from Hell 2: On Vacation;2006;JoWood Productions;
2472;Nelly Cootalot: Spoonbeaks Ahoy!;2007;Alasdair Beckett;
2473;Neocron;2002;Reakktor Media GmbH;
2474;Neocron 2: Beyond Dome of York;2004;Reakktor Media GmbH;
2475;Neon Genesis Evangelion: Ayanami Raising Project;2001;Gainax, BROCCOLI;
2476;Neon Genesis Evangelion: Iron Maiden;1998;Gainax;
2477;Neon Genesis Evangelion: Iron Maiden 2nd;2005;Gainax;
2478;Neon Genesis Evangelion: Shinji Ikari Raising Project;2004;Gainax;
2479;Neon Wars;2006;Blitwise Productions;
2480;Neopets Puzzle Adventure;2008;Griptonite Games, Infinite Interactive;
2481;Neopets: Codestone Quest;2007;MumboJumbo;
2482;Nessy Learning Programme;2007;Net Educational Systems;
2483;NetHack;2003;The NetHack DevTeam;
2484;Nethergate;1999;Spiderweb Software;
2485;Nethergate: Resurrection;2007;Spiderweb Software;
2486;netKar Pro;2006;Kunos Simulazioni;
2487;NetMech;1998;Activision;
2488;Netrek;1996;[unknown];
2489;NetStorm: Islands At War;1997;Titanic Entertainment;
2490;Network Q RAC Rally Championship;1999;Magnetic Fields;
2491;Neuro Hunter;2005;Media Art;
2492;Neverwinter Nights;2002;BioWare;
2493;Neverwinter Nights 2;2006;Obsidian Entertainment;
2494;Neverwinter Nights 2: Mask of the Betrayer;2007;Obsidian Entertainment;
2495;Neverwinter Nights 2: Mysteries of Westgate;2009;Ossian Studios;
2496;Neverwinter Nights 2: Storm of Zehir;2008;Obsidian Entertainment;
2497;Neverwinter Nights: Hordes of the Underdark;2003;BioWare;
2498;Neverwinter Nights: Pirates of the Sword Coast;2005;BioWare;
2499;Neverwinter Nights: Shadows of Undrentide;2003;BioWare;
2500;New World Order;2003;Termite Games;
2501;New York Race;2001;Kalisto Entertainment;
2502;Nexuiz;2009;Alientrap;
2503;Nexus: The Jupiter Incident;2004;Mithis Entertainment;
2504;Nexus: The Kingdom of the Winds;1996;NEXON Inc.;
2505;NFL Blitz;1997;Midway Games;
2506;NFL GameDay 99;1998;Red Zone Interactive;
2507;NFL Head Coach;2006;EA Tiburon;
2508;NHL 06;2005;EA Canada, HB Studios;
2509;NHL 07;2006;EA Montreal;
2510;NHL 08;2007;HB Studios;
2511;NHL 09;2008;HB Studios;
2512;NHL 2000;1999;EA Canada;
2513;NHL 2001;2000;EA Canada;
2514;NHL 2002;2001;EA Canada;
2515;NHL 2003;2002;EA Sports;
2516;NHL 2004;2003;EA Canada;
2517;NHL 2005;2004;EA Canada, HB Studios;
2518;NHL 97;1996;EA Canada;
2519;NHL 98;1997;EA Canada;
2520;NHL 99;1998;EA Canada;
2521;NHL Eastside Hockey Manager;2004;Sports Interactive;
2522;NHL Eastside Hockey Manager 2005;2005;Sports Interactive;
2523;NHL Eastside Hockey Manager 2007;2006;Sports Interactive;
2524;Nibiru: Age of Secrets;2005;Future Games;
2525;Nickelodeon All-Star Brawl;2021;Ludosity, Fair Play Labs;
2526;Nickelodeon Kart Racers 2: Grand Prix;2020;Bamtang Games;
2527;Nickelodeon Kart Racers 3: Slime Speedway;2022;Bamtang Games;
2528;Nickelodeon Party Blast;2002;Data Design Interactive;
2529;Nicktoons Basketball;2009;Digital Eclipse;
2530;Nicktoons Racing;2000;Software Creations;
2531;Nicktoons Winners Cup Racing;2006;Pronto Games;
2532;Night at the Museum: Battle of the Smithsonian;2009;Amaze Entertainment;
2533;Night of the Raving Dead;2008;Telltale Games;
2534;Night Watch;2005;Nival Interactive;
2535;Nightlong: Union City Conspiracy;1998;Team17, Trecision;
2536;Nightmare Creatures;1997;Kalisto Entertainment;
2537;Nightmist;2001;Nightmist Online Development;
2538;Nikopol: Secrets of the Immortals;2008;White Birds Productions;
2539;Ninja Reflex;2008;Sanzaru Games;
2540;Ninjabread Man;2005;Data Design Interactive;
2541;Nitro Stunt Racing;2007;GameSeed;
2542;No One Lives Forever 2: A Spy in H.A.R.M.'s Way;2002;Monolith Productions;
2543;Noctis;2000;Alessandro Ghignola;
2544;Nocturnal Illusion;1995;Apricot;
2545;Nocturne;1999;Terminal Reality;
2546;Nogginknockers X: The Duel;2000;Bloodlust Software;
2547;Normality;2011;Gremlin Interactive;
2548;Nosferatu: The Wrath of Malachi;2003;Idol FX;
2549;Nostradamus ni Kiite Miro;2008;Lime;
2550;Nostradamus: The Last Prophecy;2007;Kheops Studio, Mzone Studio, TOTM Studio;
2551;Nox;2000;Westwood Studios;
2552;NRL Rugby League;2003;Sidhe Interactive;
2553;NRL Rugby League 2;2005;Sidhe Interactive;
2554;O.D.T.;1998;Psygnosis;
2555;O.R.B: Off-World Resource Base;2002;Strategy First;
2556;Oasis;2005;Mind Control Software;
2557;ObsCure;2004;Hydravision Entertainment;
2558;ObsCure II;2008;Hydravision Entertainment;
2559;Obsidian;1996;Rocket Science Games;
2560;Oceanhorn 2: Knights of the Lost Realm;2017;Cornfox & Bros.;
2561;Oceanhorn: Monster of Uncharted Seas;2015;Cornfox & Bros.;
2562;Octogeddon;2018;All Yes Good;
2563;Oddballz: Your Wacky Computer Petz;1996;PF Magic;
2564;Oddworld: Abe's Exoddus;1998;Oddworld Inhabitants;
2565;Oddworld: Abe's Oddysee;1997;Oddworld Inhabitants;
2566;Oddworld: New 'n' Tasty!;2015;Just Add Water;
2567;Odyssey: The Search for Ulysses;2000;Cryo Interactive;
2568;Off-Road Redneck Racing;2001;Rage Software;
2569;Oh No! - A Game of Chance;1994;Stephen R. Woods;
2570;Oh No! More Lemmings;1995;DMA Design;
2571;Oh...Sir! The Hollywood Roast;2017;Vile Monarch;
2572;Oh...Sir! The Insult Simulator;2017;Vile Monarch;
2573;Omega;2003;[unknown];
2574;Omikron: The Nomad Soul;1999;Quantic Dream;
2575;One Must Fall: Battlegrounds;2003;Diversions Entertainment;
2576;One Piece: Burning Blood;2016;Spike Chunsoft;
2577;One Piece: Pirate Warriors 3;2015;Omega Force;
2578;onEscapee;1997;Invictus Games, Ltd.;
2579;Oni;2001;Bungie;
2580;Onimusha 3: Demon Siege;2004;Capcom;
2581;Onimusha: Warlords;2001;Capcom;
2582;Online Bomberman;2004;Hudson Soft, MGAME Corp.;
2583;Onlineworms;2001;Wizgate;
2584;Only If;2014;Creability;
2585;Oolite;2006;Giles Williams;
2586;Open Kart;2001;Microids;
2587;OpenArena;2005;OpenArena team;
2588;Operation Flashpoint: Cold War Crisis;2001;Bohemia Interactive Studio;
2589;Operation Flashpoint: Dragon Rising;2009;Codemasters;
2590;Operation Neptune;1995;The Learning Company;
2591;Operation: Blockade;2002;Screaming Games;
2592;Operation: Matriarchy;2005;MADIA Entertainment;
2593;Oppai Slider 2;2005;Illusion;
2594;Orbiter;2000;Martin Schweiger;
2595;Orcs Must Die!;2011;Robot Entertainment;
2596;Order of War;2009;Wargaming;
2597;Oretachi ni Tsubasa wa Nai;2009;Navel;
2598;Ori and the Blind Forest;2015;Moon Studios;
2599;Original War;2001;Altar Interactive;
2600;Orion: Prelude;2014;Spiral Game Studios;
2601;Orly's Draw-A-Story;1997;ToeJam & Earl Productions;
2602;Osmos;2009;Hemisphere Games;
2603;Ostrich Island;2015;MeDungeon Ltd.;
2604;OttoMatic;2001;Pangea Software;
2605;Out of the Park Baseball;2008;OOTP Developments;
2606;Outcast;1999;Appeal;
2607;Outlast;2013;Red Barrels;
2608;Outlast 2;2017;Red Barrels;
2609;Outlaw Golf;2002;Hypnotix;
2610;Outlaws;1997;LucasArts;
2611;Outlive;2001;Continuum Entertainment;
2612;Outpost 2: Divided Destiny;1997;Dynamix;
2613;Outpost Kaloki;2004;NinjaBee;
2614;OutRun 2006: Coast 2 Coast;2006;Sumo Digital;
2615;Outwars;1998;SingleTrac;
2616;Over the Hedge;2006;Edge of Reality;
2617;Overboard!;1997;Psygnosis;
2618;Overclocked: A History of Violence;2008;House of Tales;
2619;Overcooked;2016;Ghost Town Games;
2620;Overlord;2007;Triumph Studios;
2621;Overlord II;2009;Triumph Studios;
2622;Overlord: Fellowship of Evil;2015;Triumph Studios;
2623;Overlord: Raising Hell;2008;Triumph Studios;
2624;Overwatch;2016;Blizzard Entertainment;
2625;Ozzie's Science;1995;Digital Impact;
2626;Ozzie's Travels Destination India;1995;Digital Impact;
2627;Ozzie's Travels Destination Japan;1995;Digital Impact;
2628;Ozzie's Travels Destination Mexico;1995;Digital Impact;
2629;Ozzie's World;1994;Digital Impact;
2630;Pacific Fighters;2004;1C Company;
2631;Pacific General;1997;Strategic Simulations, Inc;
2632;Pacific Storm;2006;Lesta Studio;
2633;Pac-Man World 2;2002;Namco, Full Fat;
2634;Pac-Man World 3;2005;Blitz Games;
2635;Pac-Man World Rally;2006;Smart Bomb Interactive;
2636;Pac-Man: Adventures in Time;2000;Creative Asylum;
2637;Painkiller;2004;People Can Fly;
2638;Painkiller: Resurrection;2009;Homegrown Games;
2639;Pajama Sam 2: Thunder and Lightning Aren't so Frightening;1998;Humongous Entertainment;
2640;Pajama Sam 3: You Are What You Eat from Your Head to Your Feet;2001;Humongous Entertainment;
2641;Pajama Sam 4: Life Is Rough When You Lose Your Stuff!;2003;Humongous Entertainment;
2642;Pajama Sam: No Need to Hide When It's Dark Outside;1998;Humongous Entertainment;
